,ORGANIZATION NAME,ORGANIZATION ID (IPF),PROJECT NUMBER,FUNDING MECHANISM,NIH REFERENCE,PI NAME,PI PERSON ID,PROJECT TITLE,DEPT NAME,NIH DEPT COMBINING NAME,NIH MC COMBINING NAME,DIRECT COST,INDIRECT COST,FUNDING,CONGRESSIONAL DISTRICT,CITY,STATE OR COUNTRY NAME,ZIP CODE,ATTRIBUTED TO MEDICAL SCHOOL,MEDICAL SCHOOL LOCATION,INSTITUTION TYPE,AWARD NOTICE DATE,FOA,MONTH,YEAR,LON,LAT,COUNTY,FIPS
62,ALBERT EINSTEIN COLLEGE OF MEDICINE,10053556,5T32HL144456-05,Training - Institutional,10546496,"KITSIS, RICHARD N",1912286,Mechanisms of cardiovascular disease,,NONE,UNAVAILABLE,"$248,860 ","$16,149 ","$201,393 ",14,BRONX,NEW YORK,,,,,1/23/2023,PA18-403,1.0,2023.0,-73.8662,40.8501,BRONX,36005.0
63,ALBERT EINSTEIN COLLEGE OF MEDICINE,10053556,5U19AI142777-05,RPGs - Non SBIR/STTR,10555304,"CHANDRAN, KARTIK",8772874,Prometheus: A Platform for Rapid Development of Human Antibody-based Therapeutics and Prophylactics against Emerging Viral Threats,,NONE,UNAVAILABLE,"$4,403,005 ","$742,301 ","$4,303,129 ",14,BRONX,NEW YORK,,,,,1/10/2023,RFAAI17-042,1.0,2023.0,-73.8662,40.8501,BRONX,36005.0
64,ALBERT EINSTEIN COLLEGE OF MEDICINE,10053556,2R24OD010943-27,Other Research-Related,10556879,"HALL, DAVID H.",1885591,Center for C elegans Anatomy,NONE,NONE,UNIVERSITY-WIDE,"$421,204 ","$200,242 ","$621,446 ",14,BRONX,NEW YORK,,,,,12/9/2022,RFAOD19-027,12.0,2022.0,-73.8662,40.8501,BRONX,36005.0
65,ALBERT EINSTEIN COLLEGE OF MEDICINE,10053556,5F31MH127910-02,Training - Individual,10461757,"RAMOS, CZARINA",15644305,Activity Dependent Changes in the Contextual Memory Engram,NONE,NONE,UNIVERSITY-WIDE,"$46,752 ",,"$46,752 ",14,BRONX,NEW YORK,,,,,12/19/2022,PA21-051,12.0,2022.0,-73.8662,40.8501,BRONX,36005.0
66,ALBERT EINSTEIN COLLEGE OF MEDICINE,10053556,5R01CA238229-04,RPGs - Non SBIR/STTR,10520017,"GAVATHIOTIS, EVRIPIDIS",9508294,Allosteric inhibitors targeting oncogenic BRAF V600E dimers,,NONE,UNAVAILABLE,"$277,164 ","$128,740 ","$405,904 ",14,BRONX,NEW YORK,,,,,11/9/2022,PA19-056,11.0,2022.0,-73.8662,40.8501,BRONX,36005.0
67,ALBERT EINSTEIN COLLEGE OF MEDICINE,10053556,5R01DK123259-04,RPGs - Non SBIR/STTR,10531220,"SANTULLI, GAETANO",11757589,Beta Cell Intracellular Calcium and Diabetes,,NONE,UNAVAILABLE,"$250,000 ","$170,000 ","$420,000 ",14,BRONX,NEW YORK,,,,,11/29/2022,PA19-056,11.0,2022.0,-73.8662,40.8501,BRONX,36005.0
68,ALBERT EINSTEIN COLLEGE OF MEDICINE,10053556,5F31ES031480-04,Training - Individual,10531232,"THOMPSON, TAYLOR VICTORIA",14161505,TRANSCRIPTIONAL REGULATORY AND CELL DIFFERENTIATION INFLUENCES OF AN ENDOCRINE DISRUPTING CHEMICAL,,NONE,UNAVAILABLE,"$52,694 ",,"$52,694 ",14,BRONX,NEW YORK,,,,,11/18/2022,PA19-196,11.0,2022.0,-73.8662,40.8501,BRONX,36005.0
69,ALBERT EINSTEIN COLLEGE OF MEDICINE,10053556,1R01AI173328-01,RPGs - Non SBIR/STTR,10568482,"BERNEY, MICHAEL",11329317,Identification of new inhibitors of essential functions in M. tuberculosis by high-throughput metabolic profiling,NONE,NONE,UNIVERSITY-WIDE,"$435,888 ","$217,924 ","$653,812 ",14,BRONX,NEW YORK,,,,,11/18/2022,PA20-185,11.0,2022.0,-73.8662,40.8501,BRONX,36005.0
70,ALBERT EINSTEIN COLLEGE OF MEDICINE,10053556,1R21MH131740-01,RPGs - Non SBIR/STTR,10573782,"LACHMAN, HERBERT M",1878603,Molecular analysis of glutamatergic neurons derived from iPSCs containing PPM1D truncating mutations found in Jansen de Vries Syndrome,NONE,NONE,UNIVERSITY-WIDE,"$125,000 ","$85,000 ","$210,000 ",14,BRONX,NEW YORK,,,,,12/28/2022,PAR20-264,12.0,2022.0,-73.8662,40.8501,BRONX,36005.0
71,ALBERT EINSTEIN COLLEGE OF MEDICINE,10053556,1R01CA262132-01A1,RPGs - Non SBIR/STTR,10583686,"ZANG, XINGXING",9401749,A New Immune Checkpoint Pathway in Human Bladder Cancer,NONE,NONE,UNIVERSITY-WIDE,"$324,689 ","$220,789 ","$545,478 ",14,BRONX,NEW YORK,,,,,11/15/2022,PAR19-183,11.0,2022.0,-73.8662,40.8501,BRONX,36005.0
72,ALBERT EINSTEIN COLLEGE OF MEDICINE,10053556,2R01AI125244-07A1,RPGs - Non SBIR/STTR,10585954,"WILSON, DUNCAN W.",1902011,Neurotropic herpesvirus envelopment and microtubule-mediated transport,NONE,NONE,UNIVERSITY-WIDE,"$394,487 ","$231,531 ","$626,018 ",14,BRONX,NEW YORK,,,,,12/1/2022,PA20-185,12.0,2022.0,-73.8662,40.8501,BRONX,36005.0
73,ALBERT EINSTEIN COLLEGE OF MEDICINE,10053556,1R01HL163192-01A1,RPGs - Non SBIR/STTR,10586227,"RIASCOS BERNAL, DARIO FERNANDO",14172392,Endothelial Cell Respiration in Atherosclerotic Plaque Erosion,NONE,NONE,UNIVERSITY-WIDE,"$263,353 ","$179,080 ","$442,433 ",14,BRONX,NEW YORK,,,,,12/12/2022,PA20-185,12.0,2022.0,-73.8662,40.8501,BRONX,36005.0
74,ALBERT EINSTEIN COLLEGE OF MEDICINE,10053556,2R01DC011099-13A1,RPGs - Non SBIR/STTR,10586498,"PEREDA, ALBERTO E",1972924,Plasticity of auditory electrical synapses,NONE,NONE,UNIVERSITY-WIDE,"$391,202 ","$240,391 ","$631,593 ",14,BRONX,NEW YORK,,,,,12/31/2022,PA20-185,12.0,2022.0,-73.8662,40.8501,BRONX,36005.0
75,ALBERT EINSTEIN COLLEGE OF MEDICINE,10053556,5R01DK056638-24,RPGs - Non SBIR/STTR,10640055,"GRITSMAN, KIRA",9871820,Regulation and function of hematopoietic stem cell niches,,NONE,UNAVAILABLE,"$305,864 ","$207,988 ","$513,852 ",14,BRONX,NEW YORK,,,,,1/18/2023,PA19-056,1.0,2023.0,-73.8662,40.8501,BRONX,36005.0
76,ALFRED I. DU PONT HOSP FOR CHILDREN,1804102,5R01CA258668-02,RPGs - Non SBIR/STTR,10560593,"CANTER, KIMBERLY",14737110,A randomized controlled trial of eSCCIP: An eHealth psychosocial intervention for English and Spanish speaking parents of children with cancer,,NONE,UNAVAILABLE,"$571,090 ","$60,574 ","$631,664 ",At-Large,WILMINGTON,DELAWARE,19803,,,Independent Hospitals,1/31/2023,PAR21-035,1.0,2023.0,-77.8866,34.2099,NEW HANOVER,37129.0
77,"ALIDA BIOSCIENCES, INC.",10062732,2R44HG012170-02,RPGs - SBIR/STTR,10601151,"STENGEL, GUDRUN",15427483,Multiplexed Analysis of the Epitranscriptome,,NONE,UNAVAILABLE,,,"$865,189 ",52,SAN DIEGO,CALIFORNIA,,,,,1/2/2023,PA21-259,1.0,2023.0,-117.1222,32.8313,SAN DIEGO,6073.0
78,ALLEN INSTITUTE,10012306,5U19NS123714-02,RPGs - Non SBIR/STTR,10546504,"SVOBODA, KAREL",8178864,Thalamus in the middle: computations in multi-regional neural circuits,,NONE,UNAVAILABLE,"$2,673,844 ","$1,644,750 ","$4,318,594 ",7,SEATTLE,WASHINGTON,98103,,,Research Institutes,1/4/2023,RFANS19-003,1.0,2023.0,-122.3244,47.6211,KING,53033.0
79,ALLERDIA INC,10057419,1R43HL167289-01,RPGs - SBIR/STTR,10600767,"ZHANG, KE",16269183,Development of a highly sensitive and specific POCT testing asthma triggering allergic IgE,,NONE,UNAVAILABLE,,,"$275,740 ",37,LOS ANGELES,CALIFORNIA,,,,,1/16/2023,RFAMD22-004,1.0,2023.0,-118.4068,34.1141,LOS ANGELES,6037.0
80,ALTAMED HEALTH SERVICES CORPORATION,2214501,5R01MD013837-04,RPGs - Non SBIR/STTR,10533748,"SONIK, RAJAN ANTHONY",12273768,Effects of the Supplemental Nutrition Assistance Program on racial/ethnic and disability-based healthcare disparities,,NONE,UNAVAILABLE,"$466,021 ","$36,459 ","$502,480 ",40,LOS ANGELES,CALIFORNIA,90040,,,,11/26/2022,PA19-056,11.0,2022.0,-118.4068,34.1141,LOS ANGELES,6037.0
81,"AMERICAN ACADEMY OF AUDIOLOGY, INC.",10023006,1R13DC020893-01,Other Research-Related,10609159,"BOGLE, JAMIE M",14965492,American Academy of Audiology's Academy Research Conference (ARC) 2023-2025,,NONE,UNAVAILABLE,"$30,655 ",$0 ,"$30,655 ",11,RESTON,VIRGINIA,20191,,,None,11/23/2022,PA21-151,11.0,2022.0,-77.3461,38.9497,FAIRFAX,51059.0
82,"AMERICAN AGING ASSOCIATION, INC.",2970601,1R13AG080887-01,Other Research-Related,10602831,"VAN REMMEN, HOLLY",2097336,51st Annual Meeting of the American Aging Association,,NONE,UNAVAILABLE,"$50,000 ",,"$50,000 ",2,GRANDVILLE,MICHIGAN,,,,None,12/15/2022,PA21-151,12.0,2022.0,-85.7564,42.9004,KENT,26081.0
83,"AMERICAN ASSOCIATION FOR DENTAL, ORAL, AND CRANIOFACIAL RESEARCH",4232601,5R13DE030343-03,Other Research-Related,10523055,"FOX, CHRISTOPHER H",8871397,AADR Bloc Travel Grant for Dental Students and NIDCR Supported Trainees,,NONE,UNAVAILABLE,"$30,000 ",$0 ,"$30,000 ",8,ALEXANDRIA,VIRGINIA,22314,,,None,12/13/2022,PA18-648,12.0,2022.0,-77.0861,38.8185,ALEXANDRIA,51510.0
84,AMERICAN SPEECH-LANGUAGE-HEARING ASSN,393301,5R13DC007835-17,Other Research-Related,10365930,"ROGERS, MARGARET A.",7128859,Lessons for Success,,NONE,UNAVAILABLE,"$1,924 ",$0 ,"$1,924 ",8,ROCKVILLE,MARYLAND,20850,,,None,1/27/2023,PA16-294,1.0,2023.0,-77.1553,39.0834,MONTGOMERY,24031.0
85,AMERICAN UNIVERSITY,399001,1R21AG081138-01,RPGs - Non SBIR/STTR,10619234,"ANGOTTI, NICOLE C",11094282,Intergenerational Intervention: Employing Youth to Promote Aging Healthy with HIV in Rural South Africa,SOCIOLOGY,SOCIAL SCIENCES,SCHOOLS OF ARTS AND SCIENCES,"$131,501 ","$41,176 ","$172,677 ",98,WASHINGTON,DIST OF COL,20016,,,Domestic Higher Education,1/26/2023,PAR21-069,1.0,2023.0,-77.0163,38.9047,DISTRICT OF COLUMBIA,11001.0
87,APTUS BIOSCIENCES LLC,10068139,1R43AG080844-01,RPGs - SBIR/STTR,10597840,"GAWANDE, BHARAT",78585873,"Diagnostic aptamer reagents to develop multi-analyte blood test for pre-clinical, mild and moderate Alzheimer's disease",,NONE,UNAVAILABLE,,,"$445,554 ",3,ALACHUA,FLORIDA,,,,,1/31/2023,PAS19-316,1.0,2023.0,-82.4832,29.7779,ALACHUA,12001.0
88,"ARC BIO, LLC",10040825,5R44AI167334-02,RPGs - SBIR/STTR,10560552,"GOURGUECHON, STEPHANE",78461098,Development and validation of a sample-to-answer metagenomics workflow for comprehensive pathogen detection in central nervous system infections,,NONE,UNAVAILABLE,,,"$931,074 ",7,CAMBRIDGE,MASSACHUSETTS,,,,,1/30/2023,PA20-260,1.0,2023.0,-71.1185,42.3759,MIDDLESEX,25017.0
89,ARIETIS,10010171,5R01AI141193-05,RPGs - Non SBIR/STTR,10525228,"LAFLEUR, MICHAEL",9955113,Development of ureadepsipetides for drug-resistant infections,,NONE,UNAVAILABLE,"$875,436 ","$311,482 ","$1,186,918 ",7,BOSTON,MASSACHUSETTS,2118,,,None,11/8/2022,RFAAI17-026,11.0,2022.0,-71.0852,42.3188,SUFFOLK,25025.0
90,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,5F32AG071110-02,Training - Individual,10526393,"HOOYMAN, ANDREW",14550769,Using an Online Video Game to Predict Functional and Cognitive Decline within the MindCrowd Electronic Cohort,SCHOOL OF BIOLOGICAL AND HEALTH SYSTEMS ENGINEERING,ENGINEERING (ALL TYPES),BIOMED ENGR/COL ENGR/ENGR STA,"$69,802 ",,"$69,802 ",9,TEMPE,ARIZONA,85281,,,Domestic Higher Education,1/17/2023,PA21-048,1.0,2023.0,-111.9319,33.3881,MARICOPA,4013.0
91,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,5R01AI155907-03,RPGs - Non SBIR/STTR,10543178,"ACHARYA, ABHINAV",11435003,Biomaterials-based metabolic rescue of dendritic cells for vaccine design,"SCHOOL FOR ENGINEERING OF MATTER, TRANSPORT AND ENERGY",ENGINEERING (ALL TYPES),BIOMED ENGR/COL ENGR/ENGR STA,"$250,000 ","$72,809 ","$322,809 ",9,TEMPE,ARIZONA,85281,,,Domestic Higher Education,11/23/2022,PAR19-158,11.0,2022.0,-111.9319,33.3881,MARICOPA,4013.0
92,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,1R21GM148682-01,RPGs - Non SBIR/STTR,10568069,"WANG, XU",9629864,Sequencing Glycosaminoglycans using Single Molecule Enzyme Conductance Fluctuations,SCHOOL OF MOLECULAR SCIENCES,OTHER BASIC SCIENCES,SCHOOLS OF ARTS AND SCIENCES,"$125,000 ","$65,242 ","$190,242 ",9,TEMPE,ARIZONA,85281,,,Domestic Higher Education,1/20/2023,PAR19-254,1.0,2023.0,-111.9319,33.3881,MARICOPA,4013.0
93,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,5U01AI148319-04,RPGs - Non SBIR/STTR,10571697,"LABAER, JOSHUA",6770746,Rapid Low-Cost Paper-based Biodosimetry that reveals individual organ injuries,NONE,NONE,ORGANIZED RESEARCH UNITS,"$394,381 ","$43,839 ","$438,220 ",9,TEMPE,ARIZONA,85281,,,Domestic Higher Education,2/1/2023,RFAAI18-045,2.0,2023.0,-111.9319,33.3881,MARICOPA,4013.0
94,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,1R01DC020162-01A1,RPGs - Non SBIR/STTR,10584316,"DALIRI, AYOUB",14074716,Auditory prediction and error evaluation in the speech of individuals who stutter,NONE,NONE,SCHOOLS OF PUBLIC HEALTH,"$418,173 ","$136,540 ","$554,713 ",9,TEMPE,ARIZONA,85281,,,Domestic Higher Education,12/30/2022,PAR21-063,12.0,2022.0,-111.9319,33.3881,MARICOPA,4013.0
95,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,1R01ES033999-01A1,RPGs - Non SBIR/STTR,10586566,"KRAJMALNIK-BROWN, ROSA",9506041,"Aflatoxin Exposure, Growth Faltering, and the Gut Microbiome among Children in Rural Guatemala",CENTER FOR HEALTH THROUGH MICROBIOMES,MISCELLANEOUS,ORGANIZED RESEARCH UNITS,"$426,504 ","$116,953 ","$543,457 ",9,TEMPE,ARIZONA,85281,,,Domestic Higher Education,12/27/2022,PA20-185,12.0,2022.0,-111.9319,33.3881,MARICOPA,4013.0
96,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,5R00DC016905-05,RPGs - Non SBIR/STTR,10540769,"BALMER, TIMOTHY S",11398275,Identification of inputs to unipolar brush cells and their roles in multisensory processing,SCHOOL OF LIFE SCIENCES,OTHER BASIC SCIENCES,SCHOOLS OF ARTS AND SCIENCES,"$158,599 ","$90,401 ","$249,000 ",9,TEMPE,ARIZONA,85281,,,Domestic Higher Education,12/16/2022,PA18-398,12.0,2022.0,-111.9319,33.3881,MARICOPA,4013.0
97,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,5R00MH125329-04,RPGs - Non SBIR/STTR,10551897,"ANDREWS, MADELINE",11378275,Improving Brain Organoid Models by Mediating Metabolic Dysregulation,SCHOOL OF BIOLOGICAL AND HEALTH SYSTEMS ENGINEERING,ENGINEERING (ALL TYPES),BIOMED ENGR/COL ENGR/ENGR STA,"$158,599 ","$90,401 ","$249,000 ",9,TEMPE,ARIZONA,85281,,,Domestic Higher Education,1/20/2023,RFANS19-043,1.0,2023.0,-111.9319,33.3881,MARICOPA,4013.0
98,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,5R03DK128528-02,RPGs - Non SBIR/STTR,10571851,"BEEMAN, SCOTT CHARLES",12424137,"Non-invasive, longitudinal assessment of adipocyte size during the pathogenesis of type 2 diabetes",SCHOOL OF BIOLOGICAL AND HEALTH SYSTEMS ENGINEERING,ENGINEERING (ALL TYPES),BIOMED ENGR/COL ENGR/ENGR STA,"$75,000 ","$32,117 ","$107,117 ",9,TEMPE,ARIZONA,85281,,,Domestic Higher Education,1/26/2023,PAR19-365,1.0,2023.0,-111.9319,33.3881,MARICOPA,4013.0
99,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,4R00GM134124-03,RPGs - Non SBIR/STTR,10728593,"WADHWA, NAVISH",14795877,Identifying the mechanisms of mechanosensing by the bacterial flagellar motor,CTR FOR SINGLE MOLECULE BIOPHYSICS,PHYSIOLOGY,ORGANIZED RESEARCH UNITS,"$162,287 ","$86,712 ","$248,999 ",9,TEMPE,ARIZONA,85281,,,Domestic Higher Education,12/13/2022,PA19-130,12.0,2022.0,-111.9319,33.3881,MARICOPA,4013.0
100,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,4R00AG073463-03,RPGs - Non SBIR/STTR,10731194,"BAKER, ZACHARY G",14543647,Addressing the Needs of Key Subgroups of Caregivers of Persons with Dementia After Loss Using Self-Determination Theory: A Mixed Methods Approach,NONE,NONE,SCHOOLS OF NURSING,"$158,586 ","$90,394 ","$248,980 ",9,TEMPE,ARIZONA,85281,,,Domestic Higher Education,1/10/2023,PA20-188,1.0,2023.0,-111.9319,33.3881,MARICOPA,4013.0
101,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,5R25ES030238-05,Other Research-Related,10552647,"MARSHALL, PAMELA A",1867851,New College Environmental Health Science Scholars: A Unique Summer Program Designed to Increase Diversity in the Environmental Health Sciences,SCH OF MATHEMATICAL & NATURAL SCIENCES,BIOSTATISTICS & OTHER MATH SCI,SCHOOLS OF ARTS AND SCIENCES,"$92,750 ","$7,420 ","$100,170 ",9,TEMPE,ARIZONA,85281,,,Domestic Higher Education,1/27/2023,PAR15-184,1.0,2023.0,-111.9319,33.3881,MARICOPA,4013.0
102,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,5R01AG060931-05,RPGs - Non SBIR/STTR,10563137,"SNYDER-MACKLER, NOAH",11319400,Social modifiers of the pace of aging across multiple domains and tissues,SCHOOL OF LIFE SCIENCES,OTHER BASIC SCIENCES,SCHOOLS OF ARTS AND SCIENCES,"$504,189 ","$90,660 ","$594,849 ",9,TEMPE,ARIZONA,85281,,,Domestic Higher Education,1/25/2023,PA18-484,1.0,2023.0,-111.9319,33.3881,MARICOPA,4013.0
103,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,1R21MH127288-01A1,RPGs - Non SBIR/STTR,10591853,"SANDLER, IRWIN N.",1891059,"A multidimensional approach to assessing six-year trajectories of outcomes of bereaved children, the effects of the FBP to modify trajectories and mediation of effects 15 years later",PSYCHOLOGY,PSYCHOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$150,000 ","$79,492 ","$229,492 ",9,TEMPE,ARIZONA,85281,,,Domestic Higher Education,12/15/2022,PA21-235,12.0,2022.0,-111.9319,33.3881,MARICOPA,4013.0
104,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,3R01AG060931-05S1,RPGs - Non SBIR/STTR,10737543,"SNYDER-MACKLER, NOAH",11319400,Social modifiers of the pace of aging across multiple domains and tissues,SCHOOL OF LIFE SCIENCES,OTHER BASIC SCIENCES,SCHOOLS OF ARTS AND SCIENCES,"$49,394 ",$0 ,"$49,394 ",9,TEMPE,ARIZONA,85281,,,Domestic Higher Education,1/30/2023,PA21-071,1.0,2023.0,-111.9319,33.3881,MARICOPA,4013.0
105,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,5R01NS116657-03,RPGs - Non SBIR/STTR,10532166,"STABENFELDT, SARAH E",8303876,Exploiting sex-dependent brain injury response for nanoparticle therapeutics,SCHOOL OF BIOLOGICAL AND HEALTH SYSTEMS ENGINEERING,ENGINEERING (ALL TYPES),BIOMED ENGR/COL ENGR/ENGR STA,"$371,185 ","$128,036 ","$499,221 ",9,TEMPE,ARIZONA,85281,,,Domestic Higher Education,12/2/2022,PA19-056,12.0,2022.0,-111.9319,33.3881,MARICOPA,4013.0
106,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,5F31AT010976-03,Training - Individual,10541136,"PAGNI, BROC ANTHONY",16091043,Neural Mechanisms of Mindfulness-Based Stress Reduction in Adults with Autism Spectrum Disorder,SCHOOL OF LIFE SCIENCES,OTHER BASIC SCIENCES,SCHOOLS OF ARTS AND SCIENCES,"$40,281 ",,"$40,281 ",9,TEMPE,ARIZONA,85281,,,Domestic Higher Education,12/15/2022,PA19-195,12.0,2022.0,-111.9319,33.3881,MARICOPA,4013.0
107,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,5R35GM139383-03,RPGs - Non SBIR/STTR,10548834,"JENSEN, JEFFREY D",7547605,On differentiating selective and neutral evolutionary processes,SCHOOL OF LIFE SCIENCES,OTHER BASIC SCIENCES,SCHOOLS OF ARTS AND SCIENCES,"$171,103 ","$97,529 ","$268,632 ",9,TEMPE,ARIZONA,85281,,,Domestic Higher Education,1/26/2023,PAR19-367,1.0,2023.0,-111.9319,33.3881,MARICOPA,4013.0
108,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,3R01AG062823-04S1,RPGs - Non SBIR/STTR,10640699,"GREEN, ELLEN P",14365635,A Simulation Study of the Medicare Access and Chip Reauthorization Act,SCHOOL FOR THE SCIENCE OF HEALTH CARE DELIVERY,OTHER HEALTH PROFESSIONS,SCH ALLIED HEALTH PROFESSIONS,"$6,338 ","$3,613 ","$9,951 ",9,TEMPE,ARIZONA,85281,,,Domestic Higher Education,11/26/2022,PA21-071,11.0,2022.0,-111.9319,33.3881,MARICOPA,4013.0
109,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,5R01GM130745-05,RPGs - Non SBIR/STTR,10524774,"PRESSE, STEVE",11796240,A Bayesian nonparametric approach to superresolved tracking of multiple molecules inside living cells,PHYSICS,PHYSICS,SCHOOLS OF ARTS AND SCIENCES,"$180,000 ","$89,614 ","$269,614 ",9,TEMPE,ARIZONA,85281,,,Domestic Higher Education,12/7/2022,PA18-484,12.0,2022.0,-111.9319,33.3881,MARICOPA,4013.0
110,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,5R01NS117513-02,RPGs - Non SBIR/STTR,10529314,"HOGUE, IAN B",8816116,Molecular and cellular mechanisms of HSV-1 assembly and egress,"CTR FOR IMMUNOTHERAPY, VAC AND VIROTHERAPY",OTHER HEALTH PROFESSIONS,ORGANIZED RESEARCH UNITS,"$250,000 ","$105,809 ","$355,809 ",9,TEMPE,ARIZONA,85281,,,Domestic Higher Education,12/7/2022,PA20-185,12.0,2022.0,-111.9319,33.3881,MARICOPA,4013.0
111,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,5R01HL063199-22,RPGs - Non SBIR/STTR,10545168,"UGAROVA, TATIANA P",3142231,The role of beta 2 integrins in macrophage fusion,SCHOOL OF LIFE SCIENCES,OTHER BASIC SCIENCES,SCHOOLS OF ARTS AND SCIENCES,"$289,228 ","$157,554 ","$446,782 ",9,TEMPE,ARIZONA,85281,,,Domestic Higher Education,1/25/2023,PA19-056,1.0,2023.0,-111.9319,33.3881,MARICOPA,4013.0
112,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,5R01HL147931-04,RPGs - Non SBIR/STTR,10557236,"PETROV, MEGAN ELISE",11016848,"Investigating the Influences of Sleep?Wake Patterns and Gut Microbiome Development in Infancy on Rapid Weight Gain, an Early Risk Factor for Obesity",NONE,NONE,SCHOOLS OF NURSING,"$474,188 ","$224,992 ","$699,180 ",9,TEMPE,ARIZONA,85281,,,Domestic Higher Education,1/27/2023,PA18-032,1.0,2023.0,-111.9319,33.3881,MARICOPA,4013.0
113,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,2R01CA140657-11,RPGs - Non SBIR/STTR,10594704,"MALEY, CARLO",6486040,Modeling Neoplastic Progression in Barrett's Esophagus - Renewal -2,SCHOOL OF LIFE SCIENCES,OTHER BASIC SCIENCES,SCHOOLS OF ARTS AND SCIENCES,"$413,666 ","$85,277 ","$498,943 ",9,TEMPE,ARIZONA,85281,,,Domestic Higher Education,2/7/2023,PA20-185,2.0,2023.0,-111.9319,33.3881,MARICOPA,4013.0
114,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,1R21AR081636-01A1,RPGs - Non SBIR/STTR,10593716,"SANTELLO, MARCO",6473896,Coordination of human grasp and manipulation forces,SCHOOL OF BIOLOGICAL AND HEALTH SYSTEMS ENGINEERING,ENGINEERING (ALL TYPES),BIOMED ENGR/COL ENGR/ENGR STA,"$132,000 ","$68,719 ","$200,719 ",9,TEMPE,ARIZONA,85281,,,Domestic Higher Education,2/6/2023,PA20-195,2.0,2023.0,-111.9319,33.3881,MARICOPA,4013.0
115,"ARTERY THERAPEUTICS, INC.",10031086,4R44AG076299-02,RPGs - SBIR/STTR,10734158,"JOHANSSON, JAN",11358763,"A randomized double-blind placebo controlled Phase 1 SAD study in male and female healthy volunteers to assess safety, pharmacokinetics, and transient biomarker changes by the ABCA1 agonist CS6253",,NONE,UNAVAILABLE,,,"$2,482,205 ",15,SAN RAMON,CALIFORNIA,,,,,1/11/2023,PAS19-316,1.0,2023.0,-121.9365,37.7624,CONTRA COSTA,6013.0
116,ASOCIACION CIVIL IMPACTA SALUD Y EDUCACN,4353001,5UM1AI069438-17,RPGs - Non SBIR/STTR,10524056,"SANCHEZ, JORGE LUIS",8413109,PERU Clinical Trial Unit,,NONE,UNAVAILABLE,"$1,059,444 ","$48,470 ","$1,107,914 ",,LIMA,PERU,Lima,,,None,11/22/2022,RFAAI19-045,11.0,2022.0,-84.112,40.741,ALLEN,39003.0
117,ASTERO ERADO INC,10059077,1R43AI174502-01,RPGs - SBIR/STTR,10601899,"SWIERCZ, RAFAL",16404685,Novel approaches for the treatment of autoimmune disease,,NONE,UNAVAILABLE,,,"$275,213 ",17,COLLEGE STATION,TEXAS,,,,,12/15/2022,PA21-259,12.0,2022.0,-96.2959,30.5852,BRAZOS,48041.0
118,AUBURN UNIVERSITY AT AUBURN,1470402,1R15CA277677-01,RPGs - Non SBIR/STTR,10580259,"SANDEY, MANINDER",15044714,"A novel nanobody-based agonist-redirected checkpoint (ARC) molecule, aPD1-Fc-OX40L, for cancer immunotherapy",PATHOBIOLOGY,VETERINARY SCIENCES,SCHOOLS OF VETERINARY MEDICINE,"$300,000 ","$149,910 ","$449,910 ",3,AUBURN,ALABAMA,36849,,,Domestic Higher Education,1/24/2023,PAR22-060,1.0,2023.0,-85.4903,32.6087,LEE,1081.0
